task_id,department,section_id,asset_id,asset_type,task_type,defect_type,severity,criticality,days_to_deadline,asset_age,failure_history,maintenance_frequency,estimated_duration_hours,required_team_size,safety_impact_encoded,train_traffic_density,expected_train_conflicts,historical_failure_rate,priority_score,priority_class,power_block_required,signal_block_required,track_block_required,status
ENG0138,Engineering,SEC069,AST0219,Track,Track Alignment,Buckling risk,3,MEDIUM,14,19.0,4,9.42,11.2,14,2,0.2,11.2,4.93,62.4,HIGH,False,False,True,Cancelled
ENG0139,Engineering,SEC019,AST0019,Track,Turnout Maintenance,Check rail gap,3,MEDIUM,17,3.0,7,12.17,6.9,8,2,0.488,16.8,3.64,66.0,HIGH,False,False,True,In Progress
ENG0140,Engineering,SEC065,AST0140,Track,Welding,Weld depression,3,MEDIUM,26,20.2,10,10.75,1.9,9,2,0.287,2.7,3.89,61.0,HIGH,False,False,True,Pending
ENG0141,Engineering,SEC073,AST0073,Track,Rail Inspection,Worn rail head,4,LOW,36,19.1,10,11.17,10.4,5,1,0.208,10.8,4.9,40.1,MEDIUM,False,False,True,Pending
ENG0142,Engineering,SEC024,AST0324,Track,Track Geometry Correction,Twist fault,3,MEDIUM,23,16.1,8,12.42,9.3,3,2,0.413,19.2,5.04,63.6,HIGH,False,False,True,Completed
ENG0143,Engineering,SEC047,AST0047,Track,Track Alignment,Lateral misalignment,3,MEDIUM,16,13.2,10,10.08,1.1,3,2,0.204,1.1,5.36,62.0,HIGH,False,False,True,Pending
ENG0144,Engineering,SEC052,AST0277,Track,Rail Replacement,End-post fracture,3,MEDIUM,16,7.9,8,10.33,5.9,3,2,0.2,5.9,6.06,61.9,HIGH,False,False,True,Completed
ENG0145,Engineering,SEC021,AST0246,Track,Track Alignment,Cant deficiency,4,LOW,25,11.8,6,11.42,4.9,2,1,0.436,10.7,4.5,46.0,MEDIUM,False,False,True,Pending
ENG0146,Engineering,SEC067,AST0067,Track,Track Geometry Correction,Gauge irregularity,5,LOW,46,27.9,10,8.83,5.2,11,1,0.258,6.7,4.95,31.1,LOW,False,False,True,Completed
ENG0147,Engineering,SEC042,AST0042,Track,Track Alignment,Vertical misalignment,2,HIGH,15,23.7,10,11.0,10.6,8,3,0.291,15.4,4.95,81.0,CRITICAL,False,False,True,In Progress
ENG0148,Engineering,SEC035,AST0185,Track,Sleeper Replacement,Broken concrete sleeper,4,LOW,37,5.7,10,10.58,9.7,11,1,0.482,23.4,4.57,44.0,MEDIUM,False,False,True,Scheduled
ENG0149,Engineering,SEC007,AST0082,Track,Turnout Maintenance,Check rail gap,4,LOW,43,9.7,10,11.25,8.4,6,1,0.474,19.9,4.8,42.6,MEDIUM,False,False,True,Pending
ENG0150,Engineering,SEC063,AST0288,Track,Turnout Maintenance,Crossing nose defect,2,HIGH,13,9.3,9,10.42,7.8,10,3,0.203,7.9,3.0,80.2,CRITICAL,False,False,True,Completed
ENG0151,Engineering,SEC026,AST0026,Track,Turnout Maintenance,Crossing nose defect,3,MEDIUM,23,24.5,10,11.42,2.0,7,2,0.516,5.2,7.05,65.1,HIGH,False,False,True,Scheduled
ENG0152,Engineering,SEC051,AST0351,Track,Ballast Maintenance,Fouled ballast,4,LOW,36,4.0,10,10.25,11.9,5,1,0.258,15.4,4.19,40.9,MEDIUM,False,False,True,Completed
ENG0153,Engineering,SEC011,AST0311,Track,Rail Inspection,Corrugation,1,CRITICAL,3,3.0,10,13.25,8.8,3,3,0.484,21.3,5.46,99.1,CRITICAL,False,False,True,Scheduled
ENG0154,Engineering,SEC066,AST0366,Track,Ballast Maintenance,Drainage blockage,4,LOW,54,29.8,9,11.67,9.9,11,1,0.27,13.4,3.83,37.0,LOW,False,False,True,Scheduled
ENG0155,Engineering,SEC014,AST0239,Track,Track Geometry Correction,Twist fault,4,LOW,29,10.7,10,11.17,1.0,10,1,0.454,2.3,3.68,45.4,MEDIUM,False,False,True,In Progress
ENG0156,Engineering,SEC028,AST0328,Track,Rail Replacement,Rail end batter,2,HIGH,15,21.1,10,10.92,8.2,7,3,0.519,21.3,5.33,84.5,CRITICAL,False,False,True,Pending
ENG0157,Engineering,SEC015,AST0090,Track,Turnout Maintenance,Switch tongue wear,3,MEDIUM,29,7.5,9,11.67,2.0,12,2,0.45,4.5,3.48,62.8,HIGH,False,False,True,Cancelled
ENG0158,Engineering,SEC016,AST0241,Track,Rail Replacement,Rail end batter,3,MEDIUM,23,14.7,9,12.25,8.8,10,2,0.424,18.7,4.21,63.7,HIGH,False,False,True,Pending
ENG0159,Engineering,SEC068,AST0068,Track,Rail Inspection,Worn rail head,5,LOW,49,7.5,9,10.58,9.5,2,1,0.306,14.5,4.65,31.2,LOW,False,False,True,Completed
ENG0160,Engineering,SEC033,AST0033,Track,Track Geometry Correction,Alignment defect,4,LOW,58,6.5,10,12.0,6.3,9,1,0.492,15.5,4.08,39.5,LOW,False,False,True,Pending
ENG0161,Engineering,SEC032,AST0107,Track,Turnout Maintenance,Switch tongue wear,1,CRITICAL,7,25.6,10,12.0,7.6,12,3,0.349,13.3,3.71,96.2,CRITICAL,False,False,True,Scheduled
ENG0162,Engineering,SEC068,AST0068,Track,Ballast Maintenance,Drainage blockage,2,HIGH,15,7.5,9,10.58,2.2,5,3,0.306,3.4,4.65,81.3,CRITICAL,False,False,True,Completed
ENG0163,Engineering,SEC033,AST0108,Track,Sleeper Replacement,Missing sleeper,2,HIGH,8,24.9,9,12.0,5.0,6,3,0.492,12.3,4.08,85.6,CRITICAL,False,False,True,Scheduled
ENG0164,Engineering,SEC043,AST0118,Track,Rail Inspection,Worn rail head,3,MEDIUM,26,3.6,10,9.67,5.0,4,2,0.327,8.2,3.92,61.6,HIGH,False,False,True,Scheduled
ENG0165,Engineering,SEC033,AST0183,Track,Rail Replacement,Broken rail,3,MEDIUM,14,27.6,10,12.0,9.9,14,2,0.492,24.4,4.08,66.8,HIGH,False,False,True,Pending
ENG0166,Engineering,SEC024,AST0324,Track,Track Geometry Correction,Twist fault,4,LOW,57,16.1,8,12.42,10.9,13,1,0.413,22.5,5.04,38.5,LOW,False,False,True,Scheduled
ENG0167,Engineering,SEC042,AST0117,Track,Track Geometry Correction,Twist fault,2,HIGH,14,23.3,10,11.0,2.8,10,3,0.291,4.1,4.95,81.3,CRITICAL,False,False,True,In Progress
ENG0168,Engineering,SEC005,AST0080,Track,Rail Inspection,Worn rail head,4,LOW,56,21.4,9,11.75,4.6,6,1,0.528,12.1,3.62,40.5,MEDIUM,False,False,True,Scheduled
ENG0169,Engineering,SEC040,AST0190,Track,Track Geometry Correction,Twist fault,3,MEDIUM,18,23.0,10,12.08,7.0,10,2,0.242,8.5,4.17,62.1,HIGH,False,False,True,Pending
ENG0170,Engineering,SEC041,AST0341,Track,Turnout Maintenance,Point mechanism fault,2,HIGH,13,8.1,10,9.08,2.7,4,3,0.21,2.8,4.21,80.3,CRITICAL,False,False,True,Completed
ENG0171,Engineering,SEC016,AST0316,Track,Turnout Maintenance,Switch tongue wear,2,HIGH,13,13.4,10,12.25,8.5,14,3,0.424,18.0,4.21,83.5,CRITICAL,False,False,True,Pending
ENG0172,Engineering,SEC026,AST0251,Track,Track Alignment,Cant deficiency,2,HIGH,11,12.4,10,11.42,3.1,2,3,0.516,8.0,7.05,85.3,CRITICAL,False,False,True,Cancelled
ENG0173,Engineering,SEC021,AST0021,Track,Sleeper Replacement,Cracked sleeper,1,CRITICAL,6,15.8,6,11.42,7.4,4,3,0.436,16.1,4.5,97.7,CRITICAL,False,False,True,Pending
ENG0174,Engineering,SEC032,AST0182,Track,Track Alignment,Lateral misalignment,3,MEDIUM,27,16.3,8,12.0,6.0,12,2,0.349,10.5,3.71,61.7,HIGH,False,False,True,In Progress
ENG0175,Engineering,SEC051,AST0126,Track,Welding,Misaligned weld,4,LOW,46,10.1,10,10.25,8.5,3,1,0.258,11.0,4.19,38.6,LOW,False,False,True,Completed
ENG0176,Engineering,SEC038,AST0338,Track,Welding,Thermit weld defect,1,CRITICAL,5,2.7,10,11.25,2.9,11,3,0.411,6.0,5.15,97.6,CRITICAL,False,False,True,Completed
ENG0177,Engineering,SEC006,AST0231,Track,Sleeper Replacement,Decayed wooden sleeper,2,HIGH,14,12.5,10,12.58,7.0,13,3,0.501,17.5,5.48,84.4,CRITICAL,False,False,True,Scheduled
ENG0178,Engineering,SEC012,AST0012,Track,Track Alignment,Buckling risk,3,MEDIUM,14,2.2,10,12.17,7.4,3,2,0.404,14.9,4.46,65.4,HIGH,False,False,True,Completed
ENG0179,Engineering,SEC074,AST0149,Track,Sleeper Replacement,Broken concrete sleeper,3,MEDIUM,26,12.1,10,10.33,6.5,12,2,0.24,7.8,5.14,60.3,HIGH,False,False,True,Completed
ENG0180,Engineering,SEC015,AST0240,Track,Sleeper Replacement,Broken concrete sleeper,4,LOW,43,11.0,10,11.67,3.8,5,1,0.45,8.6,3.48,42.2,MEDIUM,False,False,True,Completed
ENG0181,Engineering,SEC030,AST0330,Track,Track Alignment,Vertical misalignment,3,MEDIUM,15,25.1,10,12.25,10.5,6,2,0.409,21.5,3.96,65.3,HIGH,False,False,True,Scheduled
ENG0182,Engineering,SEC020,AST0245,Track,Ballast Maintenance,Insufficient ballast,2,HIGH,9,16.6,6,10.75,10.8,4,3,0.384,20.7,4.16,83.8,CRITICAL,False,False,True,Completed
ENG0183,Engineering,SEC042,AST0267,Track,Sleeper Replacement,Cracked sleeper,2,HIGH,7,26.0,10,11.0,10.1,12,3,0.291,14.7,4.95,82.8,CRITICAL,False,False,True,Scheduled
ENG0184,Engineering,SEC059,AST0359,Track,Ballast Maintenance,Insufficient ballast,4,LOW,58,26.5,10,10.0,3.8,13,1,0.201,3.8,3.74,35.1,LOW,False,False,True,Pending
ENG0185,Engineering,SEC007,AST0082,Track,Track Geometry Correction,Alignment defect,3,MEDIUM,14,9.7,10,11.25,4.4,2,2,0.474,10.4,4.8,66.5,HIGH,False,False,True,Completed
ENG0186,Engineering,SEC037,AST0112,Track,Rail Replacement,Severely worn rail,4,LOW,59,16.9,10,10.08,10.1,13,1,0.498,25.1,5.05,39.4,LOW,False,False,True,Cancelled
ENG0187,Engineering,SEC027,AST0327,Track,Rail Inspection,Gauge deviation,2,HIGH,10,22.3,7,11.75,12.0,9,3,0.357,21.4,4.24,83.1,CRITICAL,False,False,True,Completed
ENG0188,Engineering,SEC058,AST0133,Track,Welding,Misaligned weld,3,MEDIUM,20,22.3,10,10.75,8.7,14,2,0.273,11.9,4.97,62.2,HIGH,False,False,True,Pending
ENG0189,Engineering,SEC016,AST0166,Track,Track Geometry Correction,Cross-level error,4,LOW,58,15.4,10,12.25,2.8,3,1,0.424,5.9,4.21,38.5,LOW,False,False,True,Completed
ENG0190,Engineering,SEC004,AST0004,Track,Track Alignment,Cant deficiency,1,CRITICAL,3,2.8,10,10.42,7.3,4,3,0.435,15.9,4.46,98.4,CRITICAL,False,False,True,Scheduled
ENG0191,Engineering,SEC053,AST0278,Track,Ballast Maintenance,Drainage blockage,2,HIGH,9,20.6,10,11.83,4.2,2,3,0.25,5.2,4.69,81.8,CRITICAL,False,False,True,Completed
ENG0192,Engineering,SEC025,AST0250,Track,Welding,Thermit weld defect,2,HIGH,7,4.0,8,11.67,3.7,13,3,0.482,8.9,4.77,85.7,CRITICAL,False,False,True,Completed
ENG0193,Engineering,SEC006,AST0381,Track,Rail Inspection,Corrugation,1,CRITICAL,4,16.1,10,12.58,9.1,15,3,0.501,22.8,5.48,99.1,CRITICAL,False,False,True,Scheduled
ENG0194,Engineering,SEC033,AST0258,Track,Ballast Maintenance,Drainage blockage,3,MEDIUM,17,25.4,10,12.0,4.2,9,2,0.492,10.3,4.08,66.1,HIGH,False,False,True,Pending
ENG0195,Engineering,SEC023,AST0398,Track,Track Geometry Correction,Gauge irregularity,1,CRITICAL,6,29.0,10,12.25,9.6,4,3,0.453,21.7,6.82,98.0,CRITICAL,False,False,True,Completed
ENG0196,Engineering,SEC032,AST0332,Track,Rail Replacement,End-post fracture,1,CRITICAL,5,19.4,9,12.0,11.2,11,3,0.349,19.5,3.71,96.6,CRITICAL,False,False,True,Pending
ENG0197,Engineering,SEC035,AST0035,Track,Track Alignment,Lateral misalignment,3,MEDIUM,30,6.1,8,10.58,10.8,7,2,0.482,26.0,4.57,63.1,HIGH,False,False,True,In Progress
ENG0198,Engineering,SEC036,AST0036,Track,Track Geometry Correction,Twist fault,1,CRITICAL,7,7.0,9,11.42,4.0,15,3,0.521,10.4,4.29,98.8,CRITICAL,False,False,True,In Progress
ENG0199,Engineering,SEC018,AST0393,Track,Track Geometry Correction,Alignment defect,3,MEDIUM,23,1.4,7,11.92,4.0,4,2,0.416,8.3,4.53,63.6,HIGH,False,False,True,Completed
ENG0200,Engineering,SEC067,AST0367,Track,Turnout Maintenance,Point mechanism fault,1,CRITICAL,5,8.3,6,8.83,5.5,2,3,0.258,7.1,4.95,95.3,CRITICAL,False,False,True,Cancelled
ENG0201,Engineering,SEC016,AST0016,Track,Sleeper Replacement,Broken concrete sleeper,1,CRITICAL,7,7.7,7,12.25,7.5,14,3,0.424,15.9,4.21,97.3,CRITICAL,False,False,True,Cancelled
ENG0202,Engineering,SEC025,AST0175,Track,Turnout Maintenance,Switch tongue wear,3,MEDIUM,22,3.5,10,11.67,8.9,6,2,0.482,21.4,4.77,64.8,HIGH,False,False,True,Completed
ENG0203,Engineering,SEC054,AST0354,Track,Rail Replacement,End-post fracture,3,MEDIUM,23,28.0,9,10.58,3.0,9,2,0.227,3.4,6.59,60.8,HIGH,False,False,True,In Progress
ENG0204,Engineering,SEC046,AST0121,Track,Sleeper Replacement,Decayed wooden sleeper,3,MEDIUM,20,28.2,9,10.33,6.0,12,2,0.27,8.1,6.88,62.1,HIGH,False,False,True,Completed
ENG0205,Engineering,SEC003,AST0378,Track,Ballast Maintenance,Vegetation growth,2,HIGH,13,14.6,10,12.67,7.7,8,3,0.492,18.9,4.29,84.5,CRITICAL,False,False,True,Completed
ENG0206,Engineering,SEC053,AST0353,Track,Track Geometry Correction,Gauge irregularity,3,MEDIUM,21,19.3,10,11.83,6.5,4,2,0.25,8.1,4.69,61.6,HIGH,False,False,True,Pending
ENG0207,Engineering,SEC003,AST0078,Track,Track Geometry Correction,Twist fault,2,HIGH,15,3.3,10,12.67,2.1,7,3,0.492,5.2,4.29,84.0,CRITICAL,False,False,True,Pending
ENG0208,Engineering,SEC043,AST0268,Track,Ballast Maintenance,Insufficient ballast,3,MEDIUM,29,18.4,10,9.67,9.6,6,2,0.327,15.7,3.92,61.0,HIGH,False,False,True,Completed
ENG0209,Engineering,SEC055,AST0205,Track,Rail Inspection,Rail crack,2,HIGH,15,29.8,10,12.5,7.8,11,3,0.211,8.2,4.48,79.8,HIGH,False,False,True,Completed
ENG0210,Engineering,SEC010,AST0160,Track,Track Alignment,Lateral misalignment,3,MEDIUM,15,18.4,10,11.0,3.6,6,2,0.468,8.4,3.88,66.2,HIGH,False,False,True,Completed
ENG0211,Engineering,SEC060,AST0060,Track,Turnout Maintenance,Switch tongue wear,4,LOW,33,19.8,10,11.42,11.9,15,1,0.2,11.9,4.71,40.7,MEDIUM,False,False,True,Completed
ENG0212,Engineering,SEC016,AST0391,Track,Rail Replacement,Broken rail,3,MEDIUM,21,12.7,10,12.25,3.5,2,2,0.424,7.4,4.21,64.2,HIGH,False,False,True,In Progress
ENG0213,Engineering,SEC074,AST0149,Track,Track Geometry Correction,Cross-level error,3,MEDIUM,22,12.1,10,10.33,2.5,2,2,0.24,3.0,5.14,61.2,HIGH,False,False,True,Completed
ENG0214,Engineering,SEC026,AST0101,Track,Welding,Misaligned weld,3,MEDIUM,27,14.1,8,11.42,7.4,12,2,0.516,19.1,7.05,64.2,HIGH,False,False,True,In Progress
ENG0215,Engineering,SEC074,AST0374,Track,Sleeper Replacement,Missing sleeper,2,HIGH,12,10.2,7,10.33,7.5,15,3,0.24,9.0,5.14,80.9,CRITICAL,False,False,True,In Progress
ENG0216,Engineering,SEC037,AST0262,Track,Rail Inspection,Gauge deviation,3,MEDIUM,27,22.6,10,10.08,2.6,13,2,0.498,6.5,5.05,64.0,HIGH,False,False,True,Pending
ENG0217,Engineering,SEC001,AST0226,Track,Track Geometry Correction,Twist fault,4,LOW,52,1.5,9,10.25,4.3,7,1,0.426,9.2,4.45,39.8,LOW,False,False,True,Scheduled
ENG0218,Engineering,SEC005,AST0230,Track,Welding,Weld depression,4,LOW,29,5.3,10,11.75,5.8,14,1,0.528,15.3,3.62,46.5,MEDIUM,False,False,True,Pending
ENG0219,Engineering,SEC004,AST0079,Track,Sleeper Replacement,Broken concrete sleeper,3,MEDIUM,23,24.2,10,10.42,10.1,3,2,0.435,22.0,4.46,63.9,HIGH,False,False,True,Pending
ENG0220,Engineering,SEC030,AST0180,Track,Rail Inspection,Rail crack,2,HIGH,12,28.5,7,12.25,7.9,2,3,0.409,16.2,3.96,83.5,CRITICAL,False,False,True,Completed
ENG0221,Engineering,SEC024,AST0249,Track,Rail Inspection,Surface defect,2,HIGH,11,5.1,7,12.42,11.2,5,3,0.413,23.1,5.04,83.8,CRITICAL,False,False,True,In Progress
ENG0222,Engineering,SEC034,AST0334,Track,Turnout Maintenance,Crossing nose defect,3,MEDIUM,14,4.2,6,10.58,3.6,10,2,0.339,6.1,6.29,64.5,HIGH,False,False,True,In Progress
ENG0223,Engineering,SEC011,AST0011,Track,Rail Inspection,Surface defect,4,LOW,56,1.4,10,13.25,4.5,11,1,0.484,10.9,5.46,39.8,LOW,False,False,True,Completed
ENG0224,Engineering,SEC021,AST0096,Track,Sleeper Replacement,Cracked sleeper,2,HIGH,15,4.4,10,11.42,11.1,4,3,0.436,24.2,4.5,83.2,CRITICAL,False,False,True,Scheduled
ENG0225,Engineering,SEC016,AST0316,Track,Welding,Weld depression,2,HIGH,15,13.4,10,12.25,4.9,9,3,0.424,10.4,4.21,83.0,CRITICAL,False,False,True,Cancelled
ENG0226,Engineering,SEC040,AST0115,Track,Track Geometry Correction,Alignment defect,5,LOW,47,22.4,9,12.08,10.1,6,1,0.242,12.2,4.17,30.7,LOW,False,False,True,Completed
ENG0227,Engineering,SEC030,AST0030,Track,Ballast Maintenance,Insufficient ballast,2,HIGH,12,6.1,10,12.25,1.5,3,3,0.409,3.1,3.96,83.5,CRITICAL,False,False,True,Pending
ENG0228,Engineering,SEC053,AST0053,Track,Welding,Misaligned weld,1,CRITICAL,6,25.9,10,11.83,10.8,11,3,0.25,13.5,4.69,94.9,CRITICAL,False,False,True,Scheduled
ENG0229,Engineering,SEC034,AST0334,Track,Track Alignment,Cant deficiency,2,HIGH,14,4.2,6,10.58,5.0,3,3,0.339,8.5,6.29,82.0,CRITICAL,False,False,True,Completed
ENG0230,Engineering,SEC033,AST0108,Track,Rail Replacement,Rail end batter,2,HIGH,11,24.9,9,12.0,5.5,13,3,0.492,13.5,4.08,84.9,CRITICAL,False,False,True,Pending
ENG0231,Engineering,SEC069,AST0294,Track,Track Geometry Correction,Alignment defect,4,LOW,60,11.2,6,9.42,8.5,8,1,0.2,8.5,4.93,34.7,LOW,False,False,True,Cancelled
ENG0232,Engineering,SEC064,AST0064,Track,Ballast Maintenance,Fouled ballast,2,HIGH,13,4.5,6,9.83,10.6,15,3,0.245,13.0,6.15,80.8,CRITICAL,False,False,True,In Progress
ENG0233,Engineering,SEC045,AST0120,Track,Rail Inspection,Rail crack,2,HIGH,14,22.0,10,11.08,5.1,9,3,0.28,7.1,4.74,81.1,CRITICAL,False,False,True,Scheduled
ENG0234,Engineering,SEC002,AST0227,Track,Welding,Misaligned weld,5,LOW,68,21.6,10,12.75,8.3,14,1,0.341,14.2,5.79,27.5,LOW,False,False,True,Pending
ENG0235,Engineering,SEC067,AST0067,Track,Track Alignment,Buckling risk,3,MEDIUM,29,27.9,10,8.83,4.9,4,2,0.258,6.3,4.95,59.9,MEDIUM,False,False,True,In Progress
ENG0236,Engineering,SEC036,AST0036,Track,Sleeper Replacement,Cracked sleeper,2,HIGH,12,7.0,9,11.42,9.9,6,3,0.521,25.8,4.29,85.1,CRITICAL,False,False,True,Pending
ENG0237,Engineering,SEC056,AST0056,Track,Rail Replacement,End-post fracture,3,MEDIUM,29,13.7,10,11.58,4.2,3,2,0.285,6.0,4.77,60.3,HIGH,False,False,True,Cancelled
ENG0238,Engineering,SEC070,AST0220,Track,Rail Replacement,Severely worn rail,3,MEDIUM,20,12.3,10,10.42,1.8,9,2,0.228,2.1,3.73,61.5,HIGH,False,False,True,Pending
ENG0239,Engineering,SEC041,AST0116,Track,Track Alignment,Buckling risk,1,CRITICAL,4,24.7,6,9.08,10.7,13,3,0.21,11.2,4.21,94.8,CRITICAL,False,False,True,Scheduled
ENG0240,Engineering,SEC027,AST0177,Track,Welding,Weld depression,3,MEDIUM,20,8.2,5,11.75,3.7,10,2,0.357,6.6,4.24,63.4,HIGH,False,False,True,Cancelled
ENG0241,Engineering,SEC003,AST0303,Track,Turnout Maintenance,Check rail gap,2,HIGH,8,26.8,6,12.67,1.3,15,3,0.492,3.2,4.29,85.6,CRITICAL,False,False,True,Completed
ENG0242,Engineering,SEC003,AST0378,Track,Rail Replacement,End-post fracture,3,MEDIUM,26,14.6,10,12.67,5.0,14,2,0.492,12.3,4.29,64.1,HIGH,False,False,True,Completed
ENG0243,Engineering,SEC034,AST0109,Track,Turnout Maintenance,Crossing nose defect,1,CRITICAL,4,4.0,10,10.58,3.4,2,3,0.339,5.8,6.29,96.7,CRITICAL,False,False,True,Scheduled
ENG0244,Engineering,SEC023,AST0398,Track,Track Geometry Correction,Cross-level error,1,CRITICAL,7,29.0,10,12.25,4.3,9,3,0.453,9.7,6.82,97.7,CRITICAL,False,False,True,Scheduled
ENG0245,Engineering,SEC025,AST0325,Track,Track Alignment,Vertical misalignment,4,LOW,33,14.8,7,11.67,8.8,6,1,0.482,21.2,4.77,44.9,MEDIUM,False,False,True,Scheduled
ENG0246,Engineering,SEC069,AST0369,Track,Turnout Maintenance,Point mechanism fault,3,MEDIUM,30,29.7,10,9.42,6.2,11,2,0.2,6.2,4.93,58.8,MEDIUM,False,False,True,Scheduled
ENG0247,Engineering,SEC048,AST0348,Track,Rail Replacement,Severely worn rail,3,MEDIUM,28,29.0,7,11.25,11.3,9,2,0.293,16.6,3.75,60.7,HIGH,False,False,True,Completed
ENG0248,Engineering,SEC032,AST0257,Track,Rail Inspection,Surface defect,3,MEDIUM,25,2.0,10,12.0,4.8,2,2,0.349,8.4,3.71,62.2,HIGH,False,False,True,In Progress
ENG0249,Engineering,SEC030,AST0105,Track,Track Geometry Correction,Cross-level error,3,MEDIUM,19,14.6,10,12.25,9.5,4,2,0.409,19.4,3.96,64.4,HIGH,False,False,True,Completed
ENG0250,Engineering,SEC001,AST0376,Track,Ballast Maintenance,Fouled ballast,3,MEDIUM,20,19.9,10,10.25,10.2,6,2,0.426,21.7,4.45,64.4,HIGH,False,False,True,In Progress
ENG0251,Engineering,SEC003,AST0153,Track,Sleeper Replacement,Missing sleeper,3,MEDIUM,17,20.0,10,12.67,6.4,8,2,0.492,15.7,4.29,66.1,HIGH,False,False,True,Pending
ENG0252,Engineering,SEC054,AST0054,Track,Track Alignment,Lateral misalignment,3,MEDIUM,30,5.5,10,10.58,7.1,10,2,0.227,8.1,6.59,59.2,MEDIUM,False,False,True,In Progress
ENG0253,Engineering,SEC008,AST0083,Track,Turnout Maintenance,Check rail gap,1,CRITICAL,5,2.1,10,12.17,7.1,13,3,0.455,16.2,5.1,98.2,CRITICAL,False,False,True,Cancelled
ENG0254,Engineering,SEC018,AST0243,Track,Rail Replacement,Rail end batter,3,MEDIUM,26,24.6,10,11.92,2.1,7,2,0.416,4.4,4.53,63.0,HIGH,False,False,True,Pending
ENG0255,Engineering,SEC021,AST0321,Track,Rail Replacement,Rail end batter,3,MEDIUM,23,14.3,10,11.42,3.6,6,2,0.436,7.8,4.5,63.9,HIGH,False,False,True,Completed
ENG0256,Engineering,SEC038,AST0038,Track,Ballast Maintenance,Insufficient ballast,5,LOW,70,16.2,10,11.25,9.9,5,1,0.411,20.3,5.15,28.1,LOW,False,False,True,Pending
ENG0257,Engineering,SEC008,AST0158,Track,Ballast Maintenance,Insufficient ballast,3,MEDIUM,24,15.9,10,12.17,7.8,8,2,0.455,17.7,5.1,64.0,HIGH,False,False,True,Pending
ENG0258,Engineering,SEC014,AST0314,Track,Rail Inspection,Corrugation,2,HIGH,9,14.7,8,11.17,6.5,6,3,0.454,14.8,3.68,84.8,CRITICAL,False,False,True,Completed
ENG0259,Engineering,SEC053,AST0203,Track,Rail Replacement,Broken rail,4,LOW,45,16.3,10,11.83,2.5,4,1,0.25,3.1,4.69,38.8,LOW,False,False,True,Cancelled
ENG0260,Engineering,SEC055,AST0205,Track,Turnout Maintenance,Switch tongue wear,5,LOW,67,29.8,10,12.5,7.0,9,1,0.211,7.4,4.48,25.8,LOW,False,False,True,Completed
ENG0261,Engineering,SEC032,AST0107,Track,Track Alignment,Lateral misalignment,4,LOW,56,25.6,10,12.0,3.1,5,1,0.349,5.4,3.71,37.8,LOW,False,False,True,Pending
ENG0262,Engineering,SEC063,AST0213,Track,Rail Inspection,Corrugation,2,HIGH,8,4.2,9,10.42,2.4,2,3,0.203,2.4,3.0,81.3,CRITICAL,False,False,True,Completed
ENG0263,Engineering,SEC008,AST0158,Track,Rail Replacement,Rail end batter,3,MEDIUM,20,15.9,10,12.17,8.9,10,2,0.455,20.2,5.1,64.9,HIGH,False,False,True,Pending
ENG0264,Engineering,SEC033,AST0033,Track,Track Geometry Correction,Alignment defect,1,CRITICAL,7,6.5,10,12.0,8.3,8,3,0.492,20.4,4.08,98.3,CRITICAL,False,False,True,Scheduled
ENG0265,Engineering,SEC005,AST0005,Track,Track Geometry Correction,Alignment defect,5,LOW,82,21.4,10,11.75,11.5,14,1,0.528,30.4,3.62,27.2,LOW,False,False,True,Completed
ENG0266,Engineering,SEC044,AST0194,Track,Sleeper Replacement,Missing sleeper,3,MEDIUM,18,19.8,10,12.25,7.5,10,2,0.347,13.0,5.07,63.7,HIGH,False,False,True,Completed
ENG0267,Engineering,SEC011,AST0386,Track,Track Alignment,Lateral misalignment,2,HIGH,8,8.0,8,13.25,8.9,13,3,0.484,21.5,5.46,85.5,CRITICAL,False,False,True,Completed
ENG0268,Engineering,SEC054,AST0129,Track,Welding,Misaligned weld,1,CRITICAL,5,26.9,10,10.58,9.2,8,3,0.227,10.4,6.59,94.8,CRITICAL,False,False,True,Pending
ENG0269,Engineering,SEC002,AST0227,Track,Sleeper Replacement,Missing sleeper,2,HIGH,11,21.6,10,12.75,11.8,13,3,0.341,20.1,5.79,82.7,CRITICAL,False,False,True,Completed
ENG0270,Engineering,SEC030,AST0255,Track,Rail Inspection,Corrugation,2,HIGH,8,19.9,10,12.25,8.9,2,3,0.409,18.2,3.96,84.4,CRITICAL,False,False,True,Pending
ENG0271,Engineering,SEC043,AST0343,Track,Sleeper Replacement,Missing sleeper,3,MEDIUM,24,14.6,7,9.67,4.0,2,2,0.327,6.5,3.92,62.1,HIGH,False,False,True,Completed
ENG0272,Engineering,SEC070,AST0220,Track,Track Alignment,Lateral misalignment,1,CRITICAL,7,12.3,10,10.42,5.3,13,3,0.228,6.0,3.73,94.4,CRITICAL,False,False,True,Completed
ENG0273,Engineering,SEC060,AST0285,Track,Turnout Maintenance,Crossing nose defect,4,LOW,37,18.4,7,11.42,3.6,3,1,0.2,3.6,4.71,39.8,LOW,False,False,True,Pending
ENG0274,Engineering,SEC009,AST0234,Track,Welding,Weld depression,4,LOW,49,23.0,8,11.75,3.0,12,1,0.418,6.3,4.44,40.4,MEDIUM,False,False,True,Completed
