task_id,asset_id,section_id,task_type,defect_type,severity,criticality,inspection_date,reported_date,due_date,estimated_duration_hours,required_team_size,safety_impact,status,days_until_due,urgency_category
ENG0169,AST0190,SEC040,Track Geometry Correction,Twist fault,3,MEDIUM,2025-07-28,2025-07-30,2025-08-17,7.0,10,MEDIUM,Pending,18,Normal
ENG0170,AST0341,SEC041,Turnout Maintenance,Point mechanism fault,2,HIGH,2025-02-15,2025-02-16,2025-03-01,2.7,4,HIGH,Completed,13,Normal
ENG0171,AST0316,SEC016,Turnout Maintenance,Switch tongue wear,2,HIGH,2025-06-03,2025-06-04,2025-06-17,8.5,14,HIGH,Pending,13,Normal
ENG0172,AST0251,SEC026,Track Alignment,Cant deficiency,2,HIGH,2025-04-16,2025-04-17,2025-04-28,3.1,2,HIGH,Cancelled,11,Normal
ENG0173,AST0021,SEC021,Sleeper Replacement,Cracked sleeper,1,CRITICAL,2025-05-17,2025-05-18,2025-05-24,7.4,4,HIGH,Pending,6,Urgent
ENG0174,AST0182,SEC032,Track Alignment,Lateral misalignment,3,MEDIUM,2025-11-26,2025-11-26,2025-12-23,6.0,12,MEDIUM,In Progress,27,Normal
ENG0175,AST0126,SEC051,Welding,Misaligned weld,4,LOW,2025-07-23,2025-07-24,2025-09-08,8.5,3,LOW,Completed,46,Low
ENG0176,AST0338,SEC038,Welding,Thermit weld defect,1,CRITICAL,2024-12-30,2025-01-02,2025-01-07,2.9,11,HIGH,Completed,5,Urgent
ENG0177,AST0231,SEC006,Sleeper Replacement,Decayed wooden sleeper,2,HIGH,2025-07-17,2025-07-18,2025-08-01,7.0,13,HIGH,Scheduled,14,Normal
ENG0178,AST0012,SEC012,Track Alignment,Buckling risk,3,MEDIUM,2025-03-28,2025-03-28,2025-04-11,7.4,3,MEDIUM,Completed,14,Normal
ENG0179,AST0149,SEC074,Sleeper Replacement,Broken concrete sleeper,3,MEDIUM,2025-07-12,2025-07-15,2025-08-10,6.5,12,MEDIUM,Completed,26,Normal
ENG0180,AST0240,SEC015,Sleeper Replacement,Broken concrete sleeper,4,LOW,2025-09-02,2025-09-02,2025-10-15,3.8,5,LOW,Completed,43,Low
ENG0181,AST0330,SEC030,Track Alignment,Vertical misalignment,3,MEDIUM,2025-03-26,2025-03-27,2025-04-11,10.5,6,MEDIUM,Scheduled,15,Normal
ENG0182,AST0245,SEC020,Ballast Maintenance,Insufficient ballast,2,HIGH,2025-09-29,2025-10-02,2025-10-11,10.8,4,HIGH,Completed,9,Normal
ENG0183,AST0267,SEC042,Sleeper Replacement,Cracked sleeper,2,HIGH,2025-08-25,2025-08-25,2025-09-01,10.1,12,HIGH,Scheduled,7,Urgent
ENG0184,AST0359,SEC059,Ballast Maintenance,Insufficient ballast,4,LOW,2025-04-28,2025-04-29,2025-06-26,3.8,13,LOW,Pending,58,Low
ENG0185,AST0082,SEC007,Track Geometry Correction,Alignment defect,3,MEDIUM,2025-03-27,2025-03-27,2025-04-10,4.4,2,MEDIUM,Completed,14,Normal
ENG0186,AST0112,SEC037,Rail Replacement,Severely worn rail,4,LOW,2025-08-02,2025-08-02,2025-09-30,10.1,13,LOW,Cancelled,59,Low
ENG0187,AST0327,SEC027,Rail Inspection,Gauge deviation,2,HIGH,2025-03-13,2025-03-13,2025-03-23,12.0,9,HIGH,Completed,10,Normal
ENG0188,AST0133,SEC058,Welding,Misaligned weld,3,MEDIUM,2025-08-12,2025-08-13,2025-09-02,8.7,14,MEDIUM,Pending,20,Normal
ENG0189,AST0166,SEC016,Track Geometry Correction,Cross-level error,4,LOW,2025-10-06,2025-10-06,2025-12-03,2.8,3,LOW,Completed,58,Low
ENG0190,AST0004,SEC004,Track Alignment,Cant deficiency,1,CRITICAL,2025-01-11,2025-01-12,2025-01-15,7.3,4,HIGH,Scheduled,3,Urgent
ENG0191,AST0278,SEC053,Ballast Maintenance,Drainage blockage,2,HIGH,2025-06-20,2025-06-23,2025-07-02,4.2,2,HIGH,Completed,9,Normal
ENG0192,AST0250,SEC025,Welding,Thermit weld defect,2,HIGH,2025-02-13,2025-02-15,2025-02-22,3.7,13,HIGH,Completed,7,Urgent
ENG0193,AST0381,SEC006,Rail Inspection,Corrugation,1,CRITICAL,2025-08-29,2025-09-01,2025-09-05,9.1,15,HIGH,Scheduled,4,Urgent
ENG0194,AST0258,SEC033,Ballast Maintenance,Drainage blockage,3,MEDIUM,2025-08-28,2025-08-30,2025-09-16,4.2,9,MEDIUM,Pending,17,Normal
ENG0195,AST0398,SEC023,Track Geometry Correction,Gauge irregularity,1,CRITICAL,2025-12-14,2025-12-17,2025-12-23,9.6,4,HIGH,Completed,6,Urgent
ENG0196,AST0332,SEC032,Rail Replacement,End-post fracture,1,CRITICAL,2025-04-13,2025-04-16,2025-04-21,11.2,11,HIGH,Pending,5,Urgent
ENG0197,AST0035,SEC035,Track Alignment,Lateral misalignment,3,MEDIUM,2025-01-02,2025-01-03,2025-02-02,10.8,7,MEDIUM,In Progress,30,Normal
ENG0198,AST0036,SEC036,Track Geometry Correction,Twist fault,1,CRITICAL,2025-02-04,2025-02-05,2025-02-12,4.0,15,HIGH,In Progress,7,Urgent
ENG0199,AST0393,SEC018,Track Geometry Correction,Alignment defect,3,MEDIUM,2025-05-30,2025-05-31,2025-06-23,4.0,4,MEDIUM,Completed,23,Normal
ENG0200,AST0367,SEC067,Turnout Maintenance,Point mechanism fault,1,CRITICAL,2025-04-20,2025-04-23,2025-04-28,5.5,2,HIGH,Cancelled,5,Urgent
ENG0201,AST0016,SEC016,Sleeper Replacement,Broken concrete sleeper,1,CRITICAL,2025-04-22,2025-04-25,2025-05-02,7.5,14,HIGH,Cancelled,7,Urgent
ENG0202,AST0175,SEC025,Turnout Maintenance,Switch tongue wear,3,MEDIUM,2025-05-12,2025-05-13,2025-06-04,8.9,6,MEDIUM,Completed,22,Normal
ENG0203,AST0354,SEC054,Rail Replacement,End-post fracture,3,MEDIUM,2025-05-06,2025-05-08,2025-05-31,3.0,9,MEDIUM,In Progress,23,Normal
ENG0204,AST0121,SEC046,Sleeper Replacement,Decayed wooden sleeper,3,MEDIUM,2025-03-14,2025-03-14,2025-04-03,6.0,12,MEDIUM,Completed,20,Normal
ENG0205,AST0378,SEC003,Ballast Maintenance,Vegetation growth,2,HIGH,2025-08-04,2025-08-06,2025-08-19,7.7,8,HIGH,Completed,13,Normal
ENG0206,AST0353,SEC053,Track Geometry Correction,Gauge irregularity,3,MEDIUM,2025-03-04,2025-03-06,2025-03-27,6.5,4,MEDIUM,Pending,21,Normal
ENG0207,AST0078,SEC003,Track Geometry Correction,Twist fault,2,HIGH,2025-04-30,2025-05-02,2025-05-17,2.1,7,HIGH,Pending,15,Normal
ENG0208,AST0268,SEC043,Ballast Maintenance,Insufficient ballast,3,MEDIUM,2025-05-05,2025-05-08,2025-06-06,9.6,6,MEDIUM,Completed,29,Normal
ENG0209,AST0205,SEC055,Rail Inspection,Rail crack,2,HIGH,2025-06-05,2025-06-07,2025-06-22,7.8,11,HIGH,Completed,15,Normal
ENG0210,AST0160,SEC010,Track Alignment,Lateral misalignment,3,MEDIUM,2025-02-11,2025-02-14,2025-03-01,3.6,6,MEDIUM,Completed,15,Normal
ENG0211,AST0060,SEC060,Turnout Maintenance,Switch tongue wear,4,LOW,2025-12-18,2025-12-21,2026-01-23,11.9,15,LOW,Completed,33,Low
ENG0212,AST0391,SEC016,Rail Replacement,Broken rail,3,MEDIUM,2025-02-04,2025-02-07,2025-02-28,3.5,2,MEDIUM,In Progress,21,Normal
ENG0213,AST0149,SEC074,Track Geometry Correction,Cross-level error,3,MEDIUM,2025-04-28,2025-05-01,2025-05-23,2.5,2,MEDIUM,Completed,22,Normal
ENG0214,AST0101,SEC026,Welding,Misaligned weld,3,MEDIUM,2025-06-12,2025-06-15,2025-07-12,7.4,12,MEDIUM,In Progress,27,Normal
ENG0215,AST0374,SEC074,Sleeper Replacement,Missing sleeper,2,HIGH,2025-01-23,2025-01-23,2025-02-04,7.5,15,HIGH,In Progress,12,Normal
ENG0216,AST0262,SEC037,Rail Inspection,Gauge deviation,3,MEDIUM,2025-07-28,2025-07-31,2025-08-27,2.6,13,MEDIUM,Pending,27,Normal
ENG0217,AST0226,SEC001,Track Geometry Correction,Twist fault,4,LOW,2025-06-09,2025-06-12,2025-08-03,4.3,7,LOW,Scheduled,52,Low
ENG0218,AST0230,SEC005,Welding,Weld depression,4,LOW,2025-01-15,2025-01-15,2025-02-13,5.8,14,LOW,Pending,29,Normal
ENG0219,AST0079,SEC004,Sleeper Replacement,Broken concrete sleeper,3,MEDIUM,2025-02-02,2025-02-03,2025-02-26,10.1,3,MEDIUM,Pending,23,Normal
ENG0220,AST0180,SEC030,Rail Inspection,Rail crack,2,HIGH,2025-02-23,2025-02-23,2025-03-07,7.9,2,HIGH,Completed,12,Normal
ENG0221,AST0249,SEC024,Rail Inspection,Surface defect,2,HIGH,2025-08-29,2025-08-31,2025-09-11,11.2,5,HIGH,In Progress,11,Normal
ENG0222,AST0334,SEC034,Turnout Maintenance,Crossing nose defect,3,MEDIUM,2025-02-25,2025-02-25,2025-03-11,3.6,10,MEDIUM,In Progress,14,Normal
ENG0223,AST0011,SEC011,Rail Inspection,Surface defect,4,LOW,2025-11-02,2025-11-05,2025-12-31,4.5,11,LOW,Completed,56,Low
ENG0224,AST0096,SEC021,Sleeper Replacement,Cracked sleeper,2,HIGH,2025-01-21,2025-01-21,2025-02-05,11.1,4,HIGH,Scheduled,15,Normal
ENG0225,AST0316,SEC016,Welding,Weld depression,2,HIGH,2025-05-17,2025-05-17,2025-06-01,4.9,9,HIGH,Cancelled,15,Normal
ENG0226,AST0115,SEC040,Track Geometry Correction,Alignment defect,5,LOW,2025-11-02,2025-11-03,2025-12-20,10.1,6,LOW,Completed,47,Low
ENG0227,AST0030,SEC030,Ballast Maintenance,Insufficient ballast,2,HIGH,2025-08-14,2025-08-14,2025-08-26,1.5,3,HIGH,Pending,12,Normal
ENG0228,AST0053,SEC053,Welding,Misaligned weld,1,CRITICAL,2025-12-11,2025-12-11,2025-12-17,10.8,11,HIGH,Scheduled,6,Urgent
ENG0229,AST0334,SEC034,Track Alignment,Cant deficiency,2,HIGH,2025-05-13,2025-05-15,2025-05-29,5.0,3,HIGH,Completed,14,Normal
ENG0230,AST0108,SEC033,Rail Replacement,Rail end batter,2,HIGH,2025-07-15,2025-07-15,2025-07-26,5.5,13,HIGH,Pending,11,Normal
ENG0231,AST0294,SEC069,Track Geometry Correction,Alignment defect,4,LOW,2025-04-29,2025-04-30,2025-06-29,8.5,8,LOW,Cancelled,60,Low
ENG0232,AST0064,SEC064,Ballast Maintenance,Fouled ballast,2,HIGH,2025-09-14,2025-09-14,2025-09-27,10.6,15,HIGH,In Progress,13,Normal
ENG0233,AST0120,SEC045,Rail Inspection,Rail crack,2,HIGH,2025-10-04,2025-10-06,2025-10-20,5.1,9,HIGH,Scheduled,14,Normal
ENG0234,AST0227,SEC002,Welding,Misaligned weld,5,LOW,2025-05-23,2025-05-26,2025-08-02,8.3,14,LOW,Pending,68,Low
ENG0235,AST0067,SEC067,Track Alignment,Buckling risk,3,MEDIUM,2025-05-25,2025-05-27,2025-06-25,4.9,4,MEDIUM,In Progress,29,Normal
ENG0236,AST0036,SEC036,Sleeper Replacement,Cracked sleeper,2,HIGH,2025-09-06,2025-09-06,2025-09-18,9.9,6,HIGH,Pending,12,Normal
ENG0237,AST0056,SEC056,Rail Replacement,End-post fracture,3,MEDIUM,2025-10-19,2025-10-19,2025-11-17,4.2,3,MEDIUM,Cancelled,29,Normal
ENG0238,AST0220,SEC070,Rail Replacement,Severely worn rail,3,MEDIUM,2025-07-16,2025-07-16,2025-08-05,1.8,9,MEDIUM,Pending,20,Normal
ENG0239,AST0116,SEC041,Track Alignment,Buckling risk,1,CRITICAL,2025-04-02,2025-04-02,2025-04-06,10.7,13,HIGH,Scheduled,4,Urgent
ENG0240,AST0177,SEC027,Welding,Weld depression,3,MEDIUM,2025-05-31,2025-06-01,2025-06-21,3.7,10,MEDIUM,Cancelled,20,Normal
ENG0241,AST0303,SEC003,Turnout Maintenance,Check rail gap,2,HIGH,2025-09-30,2025-10-01,2025-10-09,1.3,15,HIGH,Completed,8,Normal
ENG0242,AST0378,SEC003,Rail Replacement,End-post fracture,3,MEDIUM,2025-07-01,2025-07-01,2025-07-27,5.0,14,MEDIUM,Completed,26,Normal
ENG0243,AST0109,SEC034,Turnout Maintenance,Crossing nose defect,1,CRITICAL,2025-05-27,2025-05-30,2025-06-03,3.4,2,HIGH,Scheduled,4,Urgent
ENG0244,AST0398,SEC023,Track Geometry Correction,Cross-level error,1,CRITICAL,2025-07-08,2025-07-10,2025-07-17,4.3,9,HIGH,Scheduled,7,Urgent
ENG0245,AST0325,SEC025,Track Alignment,Vertical misalignment,4,LOW,2025-09-23,2025-09-26,2025-10-29,8.8,6,LOW,Scheduled,33,Low
ENG0246,AST0369,SEC069,Turnout Maintenance,Point mechanism fault,3,MEDIUM,2025-06-05,2025-06-05,2025-07-05,6.2,11,MEDIUM,Scheduled,30,Normal
ENG0247,AST0348,SEC048,Rail Replacement,Severely worn rail,3,MEDIUM,2025-01-17,2025-01-17,2025-02-14,11.3,9,MEDIUM,Completed,28,Normal
ENG0248,AST0257,SEC032,Rail Inspection,Surface defect,3,MEDIUM,2025-11-21,2025-11-22,2025-12-17,4.8,2,MEDIUM,In Progress,25,Normal
ENG0249,AST0105,SEC030,Track Geometry Correction,Cross-level error,3,MEDIUM,2025-06-27,2025-06-28,2025-07-17,9.5,4,MEDIUM,Completed,19,Normal
ENG0250,AST0376,SEC001,Ballast Maintenance,Fouled ballast,3,MEDIUM,2025-05-14,2025-05-17,2025-06-06,10.2,6,MEDIUM,In Progress,20,Normal
ENG0251,AST0153,SEC003,Sleeper Replacement,Missing sleeper,3,MEDIUM,2025-12-03,2025-12-03,2025-12-20,6.4,8,MEDIUM,Pending,17,Normal
ENG0252,AST0054,SEC054,Track Alignment,Lateral misalignment,3,MEDIUM,2025-11-09,2025-11-09,2025-12-09,7.1,10,MEDIUM,In Progress,30,Normal
ENG0253,AST0083,SEC008,Turnout Maintenance,Check rail gap,1,CRITICAL,2025-09-12,2025-09-14,2025-09-19,7.1,13,HIGH,Cancelled,5,Urgent
ENG0254,AST0243,SEC018,Rail Replacement,Rail end batter,3,MEDIUM,2025-02-18,2025-02-18,2025-03-16,2.1,7,MEDIUM,Pending,26,Normal
ENG0255,AST0321,SEC021,Rail Replacement,Rail end batter,3,MEDIUM,2025-06-10,2025-06-10,2025-07-03,3.6,6,MEDIUM,Completed,23,Normal
ENG0256,AST0038,SEC038,Ballast Maintenance,Insufficient ballast,5,LOW,2025-03-01,2025-03-04,2025-05-13,9.9,5,LOW,Pending,70,Low
ENG0257,AST0158,SEC008,Ballast Maintenance,Insufficient ballast,3,MEDIUM,2025-06-23,2025-06-23,2025-07-17,7.8,8,MEDIUM,Pending,24,Normal
ENG0258,AST0314,SEC014,Rail Inspection,Corrugation,2,HIGH,2025-08-22,2025-08-22,2025-08-31,6.5,6,HIGH,Completed,9,Normal
ENG0259,AST0203,SEC053,Rail Replacement,Broken rail,4,LOW,2025-08-09,2025-08-09,2025-09-23,2.5,4,LOW,Cancelled,45,Low
ENG0260,AST0205,SEC055,Turnout Maintenance,Switch tongue wear,5,LOW,2025-12-09,2025-12-11,2026-02-16,7.0,9,LOW,Completed,67,Low
ENG0261,AST0107,SEC032,Track Alignment,Lateral misalignment,4,LOW,2025-11-19,2025-11-19,2026-01-14,3.1,5,LOW,Pending,56,Low
ENG0262,AST0213,SEC063,Rail Inspection,Corrugation,2,HIGH,2025-02-27,2025-02-27,2025-03-07,2.4,2,HIGH,Completed,8,Normal
ENG0263,AST0158,SEC008,Rail Replacement,Rail end batter,3,MEDIUM,2025-09-29,2025-10-02,2025-10-22,8.9,10,MEDIUM,Pending,20,Normal
ENG0264,AST0033,SEC033,Track Geometry Correction,Alignment defect,1,CRITICAL,2025-07-28,2025-07-29,2025-08-05,8.3,8,HIGH,Scheduled,7,Urgent
ENG0265,AST0005,SEC005,Track Geometry Correction,Alignment defect,5,LOW,2025-04-21,2025-04-23,2025-07-14,11.5,14,LOW,Completed,82,Low
ENG0266,AST0194,SEC044,Sleeper Replacement,Missing sleeper,3,MEDIUM,2025-01-16,2025-01-18,2025-02-05,7.5,10,MEDIUM,Completed,18,Normal
ENG0267,AST0386,SEC011,Track Alignment,Lateral misalignment,2,HIGH,2025-11-24,2025-11-25,2025-12-03,8.9,13,HIGH,Completed,8,Normal
ENG0268,AST0129,SEC054,Welding,Misaligned weld,1,CRITICAL,2025-02-24,2025-02-27,2025-03-04,9.2,8,HIGH,Pending,5,Urgent
ENG0269,AST0227,SEC002,Sleeper Replacement,Missing sleeper,2,HIGH,2025-04-27,2025-04-29,2025-05-10,11.8,13,HIGH,Completed,11,Normal
ENG0270,AST0255,SEC030,Rail Inspection,Corrugation,2,HIGH,2025-11-05,2025-11-06,2025-11-14,8.9,2,HIGH,Pending,8,Normal
ENG0271,AST0343,SEC043,Sleeper Replacement,Missing sleeper,3,MEDIUM,2025-07-23,2025-07-25,2025-08-18,4.0,2,MEDIUM,Completed,24,Normal
ENG0272,AST0220,SEC070,Track Alignment,Lateral misalignment,1,CRITICAL,2025-10-18,2025-10-21,2025-10-28,5.3,13,HIGH,Completed,7,Urgent
ENG0273,AST0285,SEC060,Turnout Maintenance,Crossing nose defect,4,LOW,2025-08-04,2025-08-07,2025-09-13,3.6,3,LOW,Pending,37,Low
ENG0274,AST0234,SEC009,Welding,Weld depression,4,LOW,2025-12-01,2025-12-04,2026-01-22,3.0,12,LOW,Completed,49,Low
ENG0275,AST0071,SEC071,Track Geometry Correction,Alignment defect,4,LOW,2025-10-11,2025-10-12,2025-12-02,9.5,9,LOW,Completed,51,Low
ENG0276,AST0004,SEC004,Track Alignment,Vertical misalignment,1,CRITICAL,2025-10-29,2025-10-31,2025-11-06,10.5,4,HIGH,Scheduled,6,Urgent
ENG0277,AST0294,SEC069,Rail Inspection,Surface defect,4,LOW,2025-09-26,2025-09-27,2025-10-22,2.9,5,LOW,Pending,25,Normal
ENG0278,AST0122,SEC047,Welding,Misaligned weld,5,LOW,2025-09-23,2025-09-25,2025-12-14,3.6,14,LOW,Cancelled,80,Low
ENG0279,AST0065,SEC065,Ballast Maintenance,Vegetation growth,3,MEDIUM,2025-02-27,2025-02-28,2025-03-28,8.4,10,MEDIUM,Completed,28,Normal
ENG0280,AST0050,SEC050,Rail Replacement,Rail end batter,4,LOW,2025-12-05,2025-12-05,2026-01-13,9.4,8,LOW,Scheduled,39,Low
ENG0281,AST0041,SEC041,Rail Inspection,Surface defect,3,MEDIUM,2025-12-09,2025-12-09,2025-12-24,3.7,3,MEDIUM,Completed,15,Normal
ENG0282,AST0132,SEC057,Ballast Maintenance,Fouled ballast,2,HIGH,2025-06-09,2025-06-09,2025-06-24,7.0,13,HIGH,Cancelled,15,Normal
ENG0283,AST0386,SEC011,Track Alignment,Cant deficiency,5,LOW,2025-06-28,2025-06-28,2025-09-04,5.4,14,LOW,Completed,68,Low
ENG0284,AST0388,SEC013,Ballast Maintenance,Vegetation growth,3,MEDIUM,2025-10-04,2025-10-07,2025-10-22,6.4,9,MEDIUM,Completed,15,Normal
ENG0285,AST0073,SEC073,Track Alignment,Lateral misalignment,2,HIGH,2025-10-05,2025-10-07,2025-10-18,7.5,11,HIGH,Cancelled,11,Normal
ENG0286,AST0193,SEC043,Rail Inspection,Corrugation,3,MEDIUM,2025-01-27,2025-01-28,2025-02-23,9.0,13,MEDIUM,Scheduled,26,Normal
ENG0287,AST0349,SEC049,Sleeper Replacement,Decayed wooden sleeper,2,HIGH,2025-09-15,2025-09-16,2025-09-26,10.8,6,HIGH,Completed,10,Normal
ENG0288,AST0185,SEC035,Track Geometry Correction,Cross-level error,3,MEDIUM,2025-07-18,2025-07-20,2025-08-11,6.5,14,MEDIUM,Completed,22,Normal
ENG0289,AST0369,SEC069,Track Alignment,Cant deficiency,3,MEDIUM,2025-09-18,2025-09-20,2025-10-11,8.3,11,MEDIUM,In Progress,21,Normal
ENG0290,AST0265,SEC040,Track Geometry Correction,Gauge irregularity,5,LOW,2025-09-08,2025-09-11,2025-11-14,6.9,4,LOW,Scheduled,64,Low
ENG0291,AST0078,SEC003,Track Geometry Correction,Twist fault,3,MEDIUM,2025-08-22,2025-08-23,2025-09-15,2.0,11,MEDIUM,Scheduled,23,Normal
ENG0292,AST0190,SEC040,Ballast Maintenance,Insufficient ballast,3,MEDIUM,2025-04-26,2025-04-26,2025-05-19,2.2,9,MEDIUM,Scheduled,23,Normal
ENG0293,AST0244,SEC019,Track Alignment,Vertical misalignment,4,LOW,2025-07-26,2025-07-29,2025-09-27,2.0,10,LOW,Pending,60,Low
ENG0294,AST0300,SEC075,Track Alignment,Buckling risk,4,LOW,2025-06-17,2025-06-20,2025-07-27,8.9,10,LOW,Completed,37,Low
ENG0295,AST0156,SEC006,Rail Replacement,Rail end batter,2,HIGH,2025-02-04,2025-02-04,2025-02-12,8.1,10,HIGH,Scheduled,8,Normal
ENG0296,AST0146,SEC071,Ballast Maintenance,Insufficient ballast,2,HIGH,2025-10-22,2025-10-25,2025-11-09,3.7,13,HIGH,Pending,15,Normal
ENG0297,AST0317,SEC017,Rail Replacement,End-post fracture,3,MEDIUM,2025-06-19,2025-06-22,2025-07-18,8.7,6,MEDIUM,In Progress,26,Normal
ENG0298,AST0387,SEC012,Track Alignment,Buckling risk,4,LOW,2025-08-23,2025-08-23,2025-10-08,10.1,2,LOW,Pending,46,Low
ENG0299,AST0287,SEC062,Rail Inspection,Surface defect,2,HIGH,2025-03-06,2025-03-08,2025-03-22,3.3,8,HIGH,In Progress,14,Normal
ENG0300,AST0346,SEC046,Turnout Maintenance,Check rail gap,4,LOW,2025-07-13,2025-07-16,2025-08-17,1.4,12,LOW,Completed,32,Low
ENG0301,AST0081,SEC006,Track Alignment,Vertical misalignment,5,LOW,2025-05-14,2025-05-14,2025-07-11,2.9,13,LOW,Scheduled,58,Low
ENG0302,AST0198,SEC048,Sleeper Replacement,Broken concrete sleeper,3,MEDIUM,2025-05-21,2025-05-23,2025-06-20,9.8,14,MEDIUM,Completed,28,Normal
ENG0303,AST0394,SEC019,Ballast Maintenance,Drainage blockage,2,HIGH,2025-12-06,2025-12-06,2025-12-21,8.1,3,HIGH,Pending,15,Normal
ENG0304,AST0015,SEC015,Track Geometry Correction,Twist fault,4,LOW,2025-06-12,2025-06-14,2025-08-06,3.9,8,LOW,Scheduled,53,Low
ENG0305,AST0020,SEC020,Sleeper Replacement,Decayed wooden sleeper,4,LOW,2025-10-01,2025-10-01,2025-11-29,10.7,4,LOW,Pending,59,Low
ENG0306,AST0106,SEC031,Track Alignment,Vertical misalignment,4,LOW,2025-05-16,2025-05-16,2025-06-12,8.6,7,LOW,Cancelled,27,Normal
ENG0307,AST0097,SEC022,Turnout Maintenance,Crossing nose defect,3,MEDIUM,2025-11-10,2025-11-11,2025-12-07,5.0,5,MEDIUM,Pending,26,Normal
ENG0308,AST0147,SEC072,Track Alignment,Cant deficiency,5,LOW,2025-12-21,2025-12-21,2026-02-26,3.7,2,LOW,Completed,67,Low
ENG0309,AST0010,SEC010,Sleeper Replacement,Missing sleeper,3,MEDIUM,2025-04-10,2025-04-11,2025-04-29,3.1,11,MEDIUM,Scheduled,18,Normal
ENG0310,AST0069,SEC069,Track Geometry Correction,Alignment defect,1,CRITICAL,2025-09-18,2025-09-18,2025-09-25,2.6,15,HIGH,Completed,7,Urgent
ENG0311,AST0116,SEC041,Track Alignment,Lateral misalignment,2,HIGH,2025-02-16,2025-02-19,2025-02-28,8.1,5,HIGH,Completed,9,Normal
ENG0312,AST0009,SEC009,Welding,Misaligned weld,1,CRITICAL,2025-06-02,2025-06-03,2025-06-06,5.0,6,HIGH,Pending,3,Urgent
ENG0313,AST0190,SEC040,Track Geometry Correction,Twist fault,3,MEDIUM,2025-08-21,2025-08-21,2025-09-05,11.5,15,MEDIUM,Scheduled,15,Normal
ENG0314,AST0075,SEC075,Track Geometry Correction,Alignment defect,2,HIGH,2025-11-13,2025-11-15,2025-11-25,7.7,8,HIGH,Completed,10,Normal
ENG0315,AST0278,SEC053,Rail Inspection,Corrugation,1,CRITICAL,2025-05-12,2025-05-14,2025-05-20,2.6,3,HIGH,Cancelled,6,Urgent
ENG0316,AST0120,SEC045,Ballast Maintenance,Drainage blockage,2,HIGH,2025-02-13,2025-02-15,2025-02-26,3.0,12,HIGH,Completed,11,Normal
ENG0317,AST0377,SEC002,Ballast Maintenance,Vegetation growth,3,MEDIUM,2025-05-18,2025-05-18,2025-06-07,11.8,7,MEDIUM,Scheduled,20,Normal
ENG0318,AST0319,SEC019,Rail Replacement,Severely worn rail,4,LOW,2025-09-27,2025-09-28,2025-11-12,9.1,7,LOW,Pending,45,Low
ENG0319,AST0020,SEC020,Sleeper Replacement,Broken concrete sleeper,3,MEDIUM,2025-09-19,2025-09-21,2025-10-08,7.4,13,MEDIUM,Pending,17,Normal
ENG0320,AST0345,SEC045,Track Geometry Correction,Alignment defect,5,LOW,2025-01-06,2025-01-09,2025-03-28,11.9,11,LOW,Completed,78,Low
ENG0321,AST0362,SEC062,Welding,Weld crack,2,HIGH,2025-03-21,2025-03-23,2025-04-04,2.8,11,HIGH,In Progress,12,Normal
ENG0322,AST0309,SEC009,Track Geometry Correction,Alignment defect,4,LOW,2025-07-05,2025-07-07,2025-08-12,3.6,9,LOW,Pending,36,Low
ENG0323,AST0306,SEC006,Welding,Weld depression,5,LOW,2025-04-26,2025-04-28,2025-07-01,5.1,2,LOW,Scheduled,64,Low
ENG0324,AST0161,SEC011,Track Geometry Correction,Gauge irregularity,2,HIGH,2025-07-03,2025-07-06,2025-07-14,7.3,6,HIGH,Scheduled,8,Normal
ENG0325,AST0125,SEC050,Welding,Weld depression,3,MEDIUM,2025-08-22,2025-08-22,2025-09-13,6.3,6,MEDIUM,Scheduled,22,Normal
ENG0326,AST0098,SEC023,Sleeper Replacement,Missing sleeper,3,MEDIUM,2025-06-22,2025-06-25,2025-07-13,1.1,12,MEDIUM,Completed,18,Normal
ENG0327,AST0140,SEC065,Ballast Maintenance,Fouled ballast,3,MEDIUM,2025-05-24,2025-05-25,2025-06-12,5.2,13,MEDIUM,Pending,18,Normal
ENG0328,AST0202,SEC052,Rail Replacement,Broken rail,1,CRITICAL,2025-08-17,2025-08-20,2025-08-27,9.0,5,HIGH,Completed,7,Urgent
ENG0329,AST0013,SEC013,Sleeper Replacement,Broken concrete sleeper,3,MEDIUM,2025-12-15,2025-12-15,2026-01-08,4.1,2,MEDIUM,In Progress,24,Normal
ENG0330,AST0292,SEC067,Track Geometry Correction,Cross-level error,5,LOW,2025-07-18,2025-07-19,2025-09-05,7.0,13,LOW,In Progress,48,Low
ENG0331,AST0187,SEC037,Turnout Maintenance,Check rail gap,3,MEDIUM,2025-12-20,2025-12-20,2026-01-18,9.8,9,MEDIUM,Completed,29,Normal
ENG0332,AST0321,SEC021,Sleeper Replacement,Broken concrete sleeper,5,LOW,2025-02-11,2025-02-14,2025-04-22,5.2,12,LOW,Completed,67,Low
ENG0333,AST0297,SEC072,Ballast Maintenance,Drainage blockage,4,LOW,2025-03-25,2025-03-28,2025-05-13,4.8,14,LOW,Pending,46,Low
ENG0334,AST0287,SEC062,Ballast Maintenance,Vegetation growth,5,LOW,2025-03-19,2025-03-20,2025-06-04,5.2,12,LOW,Pending,76,Low
ENG0335,AST0122,SEC047,Turnout Maintenance,Check rail gap,3,MEDIUM,2025-10-03,2025-10-06,2025-10-27,10.4,12,MEDIUM,Pending,21,Normal
