task_id,asset_id,section_id,asset_type,task_type,defect_type,severity,criticality,inspection_date,reported_date,due_date,estimated_duration_hours,required_team_size,safety_impact,status,power_block_required
TRC0160,AST0689,SEC014,Pantograph interface,OHE Inspection,Dropper defect,3,MEDIUM,2025-10-05,2025-10-08,2025-11-06,3.5,7,MEDIUM,Pending,True
TRC0161,AST0618,SEC018,Insulator,OHE Inspection,Height deviation,4,LOW,2025-05-18,2025-05-20,2025-07-17,10.7,15,LOW,Completed,True
TRC0162,AST0546,SEC021,Insulator,Insulator Replacement,Mechanical failure,3,MEDIUM,2025-11-29,2025-11-29,2025-12-24,3.9,2,MEDIUM,Pending,False
TRC0163,AST0485,SEC035,Feeder,Insulator Replacement,Pollution deposit,3,MEDIUM,2025-12-05,2025-12-07,2026-01-05,6.4,14,MEDIUM,In Progress,True
TRC0164,AST0626,SEC026,Insulator,Feeder Repair,Joint failure,5,LOW,2025-06-14,2025-06-16,2025-07-28,11.7,10,LOW,Completed,True
TRC0165,AST0417,SEC042,Pantograph interface,Insulator Replacement,Mechanical failure,4,LOW,2025-09-27,2025-09-30,2025-11-27,5.9,15,LOW,Pending,True
TRC0166,AST0574,SEC049,Sectioning equipment,Feeder Repair,Overheating,4,LOW,2025-11-01,2025-11-02,2025-12-06,10.9,13,LOW,Completed,True
TRC0167,AST0407,SEC032,Electrical switchgear,Transformer Servicing,Winding fault,4,LOW,2025-01-24,2025-01-24,2025-02-24,10.3,8,LOW,Completed,True
TRC0168,AST0549,SEC024,Feeder,Sectioning Post Maintenance,Interrupter fault,4,LOW,2025-11-28,2025-11-28,2026-01-17,7.7,5,LOW,Pending,True
TRC0169,AST0495,SEC045,Electrical switchgear,Insulator Replacement,Cracked insulator,3,MEDIUM,2025-04-21,2025-04-22,2025-05-07,6.2,6,MEDIUM,Completed,True
TRC0170,AST0525,SEC075,Feeder,Switchgear Maintenance,Arc damage,2,HIGH,2025-09-14,2025-09-14,2025-09-26,1.0,7,HIGH,Completed,True
TRC0171,AST0597,SEC072,Feeder,OHE Inspection,Height deviation,4,LOW,2025-04-24,2025-04-26,2025-06-05,1.4,12,LOW,Pending,True
TRC0172,AST0440,SEC065,OHE,OHE Inspection,Stagger fault,3,MEDIUM,2025-11-08,2025-11-10,2025-11-24,8.1,15,MEDIUM,Completed,True
TRC0173,AST0423,SEC048,Electrical switchgear,Catenary Maintenance,Catenary sag,3,MEDIUM,2025-07-22,2025-07-24,2025-08-09,6.9,15,MEDIUM,Pending,True
TRC0174,AST0693,SEC018,Feeder,Feeder Repair,Overheating,3,MEDIUM,2025-03-19,2025-03-19,2025-04-12,5.9,14,MEDIUM,Completed,True
TRC0175,AST0633,SEC033,Pantograph interface,OHE Inspection,Dropper defect,3,MEDIUM,2025-06-15,2025-06-17,2025-07-15,8.7,11,MEDIUM,Scheduled,False
TRC0176,AST0596,SEC071,Transformer,OHE Mast Repair,Guy wire slack,4,LOW,2025-09-27,2025-09-27,2025-11-14,3.2,10,LOW,Pending,True
TRC0177,AST0635,SEC035,Catenary,Feeder Repair,Joint failure,3,MEDIUM,2025-03-14,2025-03-17,2025-04-07,4.3,4,MEDIUM,Scheduled,True
TRC0178,AST0439,SEC064,Electrical switchgear,Transformer Servicing,Cooling system failure,1,CRITICAL,2025-10-09,2025-10-12,2025-10-19,9.2,10,HIGH,Pending,True
TRC0179,AST0595,SEC070,Catenary,OHE Mast Repair,Bracket damage,2,HIGH,2025-03-18,2025-03-21,2025-04-03,2.5,8,HIGH,In Progress,True
TRC0180,AST0545,SEC020,Pantograph interface,Transformer Servicing,Winding fault,3,MEDIUM,2025-05-01,2025-05-02,2025-05-27,4.3,12,MEDIUM,Cancelled,False
TRC0181,AST0661,SEC061,Feeder,Sectioning Post Maintenance,Earthing issue,4,LOW,2025-05-26,2025-05-29,2025-07-23,9.1,15,LOW,Completed,True
TRC0182,AST0584,SEC059,OHE,Insulator Replacement,Cracked insulator,3,MEDIUM,2025-04-25,2025-04-27,2025-05-17,11.4,11,MEDIUM,Scheduled,True
TRC0183,AST0690,SEC015,Insulator,OHE Inspection,Contact wire wear,4,LOW,2025-10-19,2025-10-19,2025-12-14,5.6,9,LOW,Pending,False
TRC0184,AST0560,SEC035,OHE,Transformer Servicing,Winding fault,2,HIGH,2025-01-01,2025-01-01,2025-01-12,4.9,2,HIGH,In Progress,True
TRC0185,AST0608,SEC008,OHE,OHE Inspection,Contact wire wear,4,LOW,2025-07-28,2025-07-29,2025-09-15,6.8,7,LOW,Scheduled,False
TRC0186,AST0643,SEC043,Catenary,Feeder Repair,Overheating,3,MEDIUM,2025-08-15,2025-08-18,2025-09-16,4.4,15,MEDIUM,Completed,True
TRC0187,AST0556,SEC031,Transformer,Insulator Replacement,Mechanical failure,5,LOW,2025-06-26,2025-06-28,2025-09-11,4.7,4,LOW,Scheduled,True
TRC0188,AST0661,SEC061,Feeder,Insulator Replacement,Flashover damage,4,LOW,2025-09-08,2025-09-10,2025-10-30,8.1,14,LOW,Pending,True
TRC0189,AST0469,SEC019,Feeder,Sectioning Post Maintenance,Isolator defect,4,LOW,2025-12-11,2025-12-13,2026-01-07,11.1,15,LOW,Cancelled,True
TRC0190,AST0406,SEC031,Sectioning equipment,Sectioning Post Maintenance,Interrupter fault,4,LOW,2025-01-14,2025-01-17,2025-02-19,8.7,4,LOW,Pending,True
TRC0191,AST0537,SEC012,Pantograph interface,Sectioning Post Maintenance,Interrupter fault,4,LOW,2025-07-20,2025-07-22,2025-09-06,4.2,15,LOW,Scheduled,True
TRC0192,AST0587,SEC062,Catenary,Feeder Repair,Insulation breakdown,3,MEDIUM,2025-09-17,2025-09-19,2025-10-12,5.4,13,MEDIUM,Cancelled,True
TRC0193,AST0432,SEC057,OHE,Insulator Replacement,Cracked insulator,3,MEDIUM,2025-01-03,2025-01-04,2025-01-23,6.8,4,MEDIUM,Scheduled,True
TRC0194,AST0628,SEC028,Transformer,Switchgear Maintenance,Contactor wear,3,MEDIUM,2025-01-11,2025-01-12,2025-01-30,7.9,15,MEDIUM,Completed,False
TRC0195,AST0546,SEC021,Insulator,OHE Inspection,Dropper defect,2,HIGH,2025-06-06,2025-06-06,2025-06-18,7.0,8,HIGH,Scheduled,True
TRC0196,AST0469,SEC019,Feeder,Switchgear Maintenance,Relay malfunction,2,HIGH,2025-10-10,2025-10-13,2025-10-20,3.5,11,HIGH,Completed,True
TRC0197,AST0653,SEC053,Feeder,Transformer Servicing,Cooling system failure,3,MEDIUM,2025-08-13,2025-08-14,2025-08-29,5.9,7,MEDIUM,In Progress,True
TRC0198,AST0600,SEC075,OHE,Transformer Servicing,Oil leak,3,MEDIUM,2025-08-24,2025-08-26,2025-09-13,9.9,14,MEDIUM,Pending,True
TRC0199,AST0402,SEC027,Insulator,Transformer Servicing,Winding fault,2,HIGH,2025-07-05,2025-07-05,2025-07-13,6.8,15,HIGH,In Progress,True
TRC0200,AST0475,SEC025,Catenary,OHE Inspection,Contact wire wear,1,CRITICAL,2025-04-10,2025-04-11,2025-04-16,1.3,14,HIGH,In Progress,True
TRC0201,AST0585,SEC060,Pantograph interface,Transformer Servicing,Winding fault,2,HIGH,2025-04-27,2025-04-28,2025-05-11,7.4,13,HIGH,In Progress,False
TRC0202,AST0483,SEC033,Catenary,OHE Inspection,Stagger fault,4,LOW,2025-12-04,2025-12-04,2026-01-07,1.7,6,LOW,Pending,False
TRC0203,AST0697,SEC022,Pantograph interface,OHE Mast Repair,Corrosion,5,LOW,2025-08-01,2025-08-03,2025-11-01,9.2,3,LOW,Pending,True
TRC0204,AST0654,SEC054,Sectioning equipment,Switchgear Maintenance,Circuit breaker fault,5,LOW,2025-01-04,2025-01-04,2025-03-30,6.4,7,LOW,In Progress,True
TRC0205,AST0621,SEC021,Feeder,Transformer Servicing,Bushing defect,2,HIGH,2025-10-10,2025-10-10,2025-10-19,2.7,2,HIGH,Pending,True
TRC0206,AST0553,SEC028,Pantograph interface,Catenary Maintenance,Registration arm damage,3,MEDIUM,2025-11-03,2025-11-06,2025-12-05,10.2,8,MEDIUM,Completed,True
TRC0207,AST0694,SEC019,Sectioning equipment,Insulator Replacement,Mechanical failure,4,LOW,2025-09-23,2025-09-24,2025-10-28,3.8,2,LOW,Pending,True
TRC0208,AST0463,SEC013,Electrical switchgear,OHE Inspection,Stagger fault,2,HIGH,2025-12-18,2025-12-20,2025-12-31,8.1,2,HIGH,Pending,False
TRC0209,AST0463,SEC013,Electrical switchgear,Catenary Maintenance,Splice joint fault,3,MEDIUM,2025-08-29,2025-09-01,2025-09-19,9.0,2,MEDIUM,Pending,False
TRC0210,AST0491,SEC041,Catenary,Transformer Servicing,Winding fault,3,MEDIUM,2025-07-17,2025-07-17,2025-07-31,2.1,10,MEDIUM,Pending,True
TRC0211,AST0440,SEC065,OHE,Transformer Servicing,Winding fault,1,CRITICAL,2025-08-17,2025-08-20,2025-08-24,9.6,3,HIGH,Completed,True
TRC0212,AST0429,SEC054,Feeder,OHE Inspection,Contact wire wear,3,MEDIUM,2025-11-05,2025-11-05,2025-11-24,8.9,3,MEDIUM,In Progress,True
TRC0213,AST0491,SEC041,Catenary,OHE Mast Repair,Guy wire slack,2,HIGH,2025-01-25,2025-01-28,2025-02-12,5.9,11,HIGH,Pending,True
TRC0214,AST0605,SEC005,Feeder,Feeder Repair,Insulation breakdown,2,HIGH,2025-11-12,2025-11-14,2025-11-29,2.5,7,HIGH,Completed,True
TRC0215,AST0650,SEC050,Insulator,Catenary Maintenance,Registration arm damage,1,CRITICAL,2025-01-08,2025-01-08,2025-01-14,9.2,6,HIGH,In Progress,False
TRC0216,AST0523,SEC073,Catenary,OHE Inspection,Height deviation,3,MEDIUM,2025-06-28,2025-07-01,2025-07-15,10.2,10,MEDIUM,Scheduled,True
TRC0217,AST0573,SEC048,Feeder,OHE Mast Repair,Corrosion,3,MEDIUM,2025-04-05,2025-04-06,2025-04-28,3.9,5,MEDIUM,Scheduled,True
TRC0218,AST0591,SEC066,Electrical switchgear,Insulator Replacement,Cracked insulator,5,LOW,2025-05-19,2025-05-22,2025-07-27,7.7,10,LOW,In Progress,True
TRC0219,AST0563,SEC038,Catenary,Feeder Repair,Joint failure,3,MEDIUM,2025-05-03,2025-05-06,2025-05-23,4.8,4,MEDIUM,Scheduled,True
TRC0220,AST0468,SEC018,Transformer,Switchgear Maintenance,Circuit breaker fault,1,CRITICAL,2025-11-16,2025-11-16,2025-11-19,5.4,13,HIGH,Scheduled,True
TRC0221,AST0643,SEC043,Catenary,OHE Mast Repair,Bracket damage,3,MEDIUM,2025-06-26,2025-06-27,2025-07-13,11.5,9,MEDIUM,Completed,True
TRC0222,AST0405,SEC030,Feeder,OHE Inspection,Dropper defect,2,HIGH,2025-06-11,2025-06-12,2025-06-20,3.6,2,HIGH,Completed,True
TRC0223,AST0472,SEC022,OHE,Catenary Maintenance,Catenary sag,2,HIGH,2025-11-04,2025-11-06,2025-11-16,12.0,6,HIGH,In Progress,True
TRC0224,AST0682,SEC007,Insulator,Sectioning Post Maintenance,Interrupter fault,2,HIGH,2025-07-05,2025-07-07,2025-07-19,11.3,4,HIGH,Scheduled,False
TRC0225,AST0668,SEC068,Transformer,OHE Mast Repair,Corrosion,4,LOW,2025-10-29,2025-10-31,2025-12-09,4.9,8,LOW,Scheduled,True
TRC0226,AST0426,SEC051,Insulator,OHE Inspection,Dropper defect,3,MEDIUM,2025-10-02,2025-10-05,2025-10-25,10.7,9,MEDIUM,In Progress,False
TRC0227,AST0589,SEC064,Feeder,Sectioning Post Maintenance,Isolator defect,3,MEDIUM,2025-01-03,2025-01-06,2025-01-23,1.5,2,MEDIUM,Pending,True
TRC0228,AST0469,SEC019,Feeder,Sectioning Post Maintenance,Isolator defect,2,HIGH,2025-10-12,2025-10-15,2025-10-22,9.8,3,HIGH,Completed,True
TRC0229,AST0428,SEC053,Transformer,Feeder Repair,Insulation breakdown,1,CRITICAL,2025-02-12,2025-02-13,2025-02-17,9.9,6,HIGH,Completed,False
TRC0230,AST0681,SEC006,Pantograph interface,OHE Inspection,Contact wire wear,2,HIGH,2025-06-09,2025-06-09,2025-06-19,5.0,9,HIGH,Scheduled,False
TRC0231,AST0431,SEC056,Electrical switchgear,OHE Mast Repair,Corrosion,3,MEDIUM,2025-11-19,2025-11-22,2025-12-22,9.2,2,MEDIUM,Scheduled,False
TRC0232,AST0641,SEC041,Pantograph interface,Switchgear Maintenance,Contactor wear,4,LOW,2025-01-25,2025-01-26,2025-03-06,4.9,5,LOW,Scheduled,False
TRC0233,AST0521,SEC071,Pantograph interface,Catenary Maintenance,Catenary sag,1,CRITICAL,2025-07-07,2025-07-10,2025-07-16,5.2,13,HIGH,Completed,False
TRC0234,AST0446,SEC071,Sectioning equipment,Sectioning Post Maintenance,Earthing issue,4,LOW,2025-06-04,2025-06-06,2025-07-17,8.1,11,LOW,Completed,True
TRC0235,AST0613,SEC013,Feeder,Sectioning Post Maintenance,Isolator defect,1,CRITICAL,2025-07-21,2025-07-23,2025-07-27,2.3,7,HIGH,Completed,True
TRC0236,AST0617,SEC017,Pantograph interface,Sectioning Post Maintenance,Jumper damage,3,MEDIUM,2025-11-06,2025-11-08,2025-12-04,2.0,6,MEDIUM,Cancelled,False
TRC0237,AST0514,SEC064,Insulator,Insulator Replacement,Cracked insulator,3,MEDIUM,2025-08-10,2025-08-10,2025-09-08,8.8,9,MEDIUM,Scheduled,True
TRC0238,AST0676,SEC001,Transformer,OHE Inspection,Stagger fault,2,HIGH,2025-01-02,2025-01-05,2025-01-19,10.6,8,HIGH,Pending,False
TRC0239,AST0459,SEC009,Catenary,Switchgear Maintenance,Relay malfunction,4,LOW,2025-04-24,2025-04-26,2025-06-04,2.4,9,LOW,Scheduled,False
TRC0240,AST0698,SEC023,Insulator,OHE Mast Repair,Foundation settlement,4,LOW,2025-04-23,2025-04-23,2025-06-06,8.2,4,LOW,Pending,False
TRC0241,AST0498,SEC048,Insulator,OHE Inspection,Dropper defect,4,LOW,2025-03-20,2025-03-22,2025-04-16,10.5,4,LOW,Pending,True
TRC0242,AST0450,SEC075,Insulator,Transformer Servicing,Bushing defect,4,LOW,2025-11-29,2025-11-29,2026-01-26,4.2,5,LOW,Completed,True
TRC0243,AST0628,SEC028,Transformer,OHE Inspection,Contact wire wear,3,MEDIUM,2025-06-28,2025-07-01,2025-07-28,8.7,4,MEDIUM,Scheduled,False
TRC0244,AST0590,SEC065,Sectioning equipment,Feeder Repair,Overheating,3,MEDIUM,2025-12-12,2025-12-15,2026-01-05,4.0,12,MEDIUM,Pending,False
TRC0245,AST0521,SEC071,Pantograph interface,OHE Mast Repair,Corrosion,4,LOW,2025-06-18,2025-06-19,2025-07-30,2.6,15,LOW,Scheduled,False
TRC0246,AST0505,SEC055,Pantograph interface,Transformer Servicing,Bushing defect,3,MEDIUM,2025-10-09,2025-10-12,2025-11-10,2.7,7,MEDIUM,Cancelled,False
TRC0247,AST0579,SEC054,Catenary,Transformer Servicing,Bushing defect,4,LOW,2025-10-10,2025-10-12,2025-12-08,10.6,4,LOW,Pending,True
TRC0248,AST0636,SEC036,Transformer,OHE Mast Repair,Corrosion,5,LOW,2025-04-24,2025-04-25,2025-06-06,9.8,14,LOW,In Progress,False
TRC0249,AST0664,SEC064,OHE,Switchgear Maintenance,Contactor wear,3,MEDIUM,2025-11-24,2025-11-24,2025-12-16,3.5,3,MEDIUM,Scheduled,True
TRC0250,AST0453,SEC003,Feeder,Transformer Servicing,Bushing defect,5,LOW,2025-02-06,2025-02-06,2025-04-16,8.7,14,LOW,Cancelled,True
TRC0251,AST0471,SEC021,Electrical switchgear,Sectioning Post Maintenance,Earthing issue,3,MEDIUM,2025-11-17,2025-11-18,2025-12-08,7.8,13,MEDIUM,Completed,True
TRC0252,AST0532,SEC007,Transformer,Feeder Repair,Cable damage,4,LOW,2025-01-28,2025-01-28,2025-03-24,10.0,7,LOW,Completed,True
TRC0253,AST0660,SEC060,Transformer,Switchgear Maintenance,Circuit breaker fault,2,HIGH,2025-06-11,2025-06-12,2025-06-25,11.2,12,HIGH,Completed,False
TRC0254,AST0559,SEC034,Electrical switchgear,Transformer Servicing,Cooling system failure,1,CRITICAL,2025-02-02,2025-02-02,2025-02-07,4.3,15,HIGH,Completed,False
TRC0255,AST0544,SEC019,OHE,Catenary Maintenance,Registration arm damage,5,LOW,2025-10-08,2025-10-08,2025-12-24,4.4,6,LOW,Pending,True
TRC0256,AST0505,SEC055,Pantograph interface,Feeder Repair,Insulation breakdown,1,CRITICAL,2025-02-06,2025-02-08,2025-02-14,5.4,14,HIGH,Pending,True
TRC0257,AST0649,SEC049,Pantograph interface,Feeder Repair,Joint failure,3,MEDIUM,2025-01-13,2025-01-15,2025-01-31,9.5,5,MEDIUM,Cancelled,True
TRC0258,AST0507,SEC057,Catenary,Sectioning Post Maintenance,Isolator defect,3,MEDIUM,2025-12-03,2025-12-03,2025-12-28,1.4,7,MEDIUM,Scheduled,True
TRC0259,AST0611,SEC011,Catenary,Feeder Repair,Joint failure,4,LOW,2025-06-23,2025-06-23,2025-08-04,8.0,3,LOW,Pending,True
TRC0260,AST0585,SEC060,Pantograph interface,Insulator Replacement,Cracked insulator,2,HIGH,2025-07-01,2025-07-03,2025-07-15,2.1,13,HIGH,Pending,True
TRC0261,AST0443,SEC068,Catenary,OHE Mast Repair,Foundation settlement,3,MEDIUM,2025-11-18,2025-11-19,2025-12-04,11.1,11,MEDIUM,Pending,True
TRC0262,AST0452,SEC002,Transformer,Sectioning Post Maintenance,Earthing issue,3,MEDIUM,2025-08-19,2025-08-20,2025-09-19,11.5,2,MEDIUM,Cancelled,False
TRC0263,AST0574,SEC049,Sectioning equipment,Feeder Repair,Cable damage,3,MEDIUM,2025-01-05,2025-01-05,2025-01-21,9.0,2,MEDIUM,Completed,True
TRC0264,AST0605,SEC005,Feeder,Switchgear Maintenance,Circuit breaker fault,3,MEDIUM,2025-01-16,2025-01-16,2025-02-12,5.6,12,MEDIUM,Completed,True
TRC0265,AST0574,SEC049,Sectioning equipment,Switchgear Maintenance,Circuit breaker fault,2,HIGH,2025-07-11,2025-07-13,2025-07-25,10.1,6,HIGH,Pending,True
TRC0266,AST0641,SEC041,Pantograph interface,Insulator Replacement,Mechanical failure,2,HIGH,2025-07-13,2025-07-13,2025-07-23,4.0,15,HIGH,Completed,True
TRC0267,AST0530,SEC005,Insulator,Switchgear Maintenance,Circuit breaker fault,2,HIGH,2025-10-16,2025-10-16,2025-10-30,8.9,13,HIGH,Scheduled,True
TRC0268,AST0402,SEC027,Insulator,OHE Mast Repair,Foundation settlement,2,HIGH,2025-09-22,2025-09-22,2025-10-04,5.2,4,HIGH,Pending,False
TRC0269,AST0596,SEC071,Transformer,Insulator Replacement,Cracked insulator,3,MEDIUM,2025-11-22,2025-11-22,2025-12-10,10.0,13,MEDIUM,Completed,False
TRC0270,AST0424,SEC049,OHE,Switchgear Maintenance,Arc damage,2,HIGH,2025-03-01,2025-03-04,2025-03-11,6.1,12,HIGH,Completed,True
TRC0271,AST0438,SEC063,Sectioning equipment,OHE Mast Repair,Guy wire slack,3,MEDIUM,2025-08-03,2025-08-05,2025-08-30,2.9,10,MEDIUM,In Progress,True
TRC0272,AST0499,SEC049,Catenary,Transformer Servicing,Cooling system failure,5,LOW,2025-08-06,2025-08-08,2025-10-07,7.1,14,LOW,Pending,True
TRC0273,AST0488,SEC038,OHE,Switchgear Maintenance,Relay malfunction,2,HIGH,2025-01-14,2025-01-16,2025-01-26,5.4,5,HIGH,Pending,True
TRC0274,AST0430,SEC055,Sectioning equipment,Transformer Servicing,Winding fault,1,CRITICAL,2025-05-24,2025-05-24,2025-05-29,6.2,6,HIGH,Pending,True
TRC0275,AST0624,SEC024,OHE,Feeder Repair,Cable damage,4,LOW,2025-03-20,2025-03-23,2025-04-28,5.7,8,LOW,Completed,True
TRC0276,AST0527,SEC002,Electrical switchgear,OHE Inspection,Stagger fault,3,MEDIUM,2025-06-05,2025-06-05,2025-06-20,4.3,3,MEDIUM,Pending,True
TRC0277,AST0687,SEC012,Electrical switchgear,OHE Mast Repair,Foundation settlement,3,MEDIUM,2025-02-02,2025-02-04,2025-02-21,7.1,3,MEDIUM,Pending,True
TRC0278,AST0404,SEC029,Transformer,Insulator Replacement,Cracked insulator,3,MEDIUM,2025-05-27,2025-05-30,2025-06-22,7.1,10,MEDIUM,Pending,False
TRC0279,AST0503,SEC053,Electrical switchgear,Switchgear Maintenance,Circuit breaker fault,3,MEDIUM,2025-09-27,2025-09-30,2025-10-30,6.1,4,MEDIUM,In Progress,True
TRC0280,AST0438,SEC063,Sectioning equipment,Insulator Replacement,Pollution deposit,3,MEDIUM,2025-04-10,2025-04-12,2025-05-10,6.2,3,MEDIUM,Pending,True
TRC0281,AST0467,SEC017,Catenary,Sectioning Post Maintenance,Isolator defect,3,MEDIUM,2025-06-12,2025-06-15,2025-07-15,7.3,13,MEDIUM,Completed,True
TRC0282,AST0521,SEC071,Pantograph interface,Feeder Repair,Cable damage,3,MEDIUM,2025-02-08,2025-02-11,2025-03-01,2.8,5,MEDIUM,Scheduled,False
TRC0283,AST0543,SEC018,Electrical switchgear,Feeder Repair,Joint failure,4,LOW,2025-12-05,2025-12-08,2026-01-15,6.6,12,LOW,Pending,True
TRC0284,AST0586,SEC061,Insulator,Insulator Replacement,Flashover damage,1,CRITICAL,2025-11-21,2025-11-22,2025-11-27,1.5,10,HIGH,In Progress,False
TRC0285,AST0487,SEC037,Electrical switchgear,Sectioning Post Maintenance,Jumper damage,5,LOW,2025-06-18,2025-06-18,2025-08-22,3.2,3,LOW,Scheduled,False
TRC0286,AST0418,SEC043,Insulator,Transformer Servicing,Oil leak,3,MEDIUM,2025-04-27,2025-04-28,2025-05-25,3.5,14,MEDIUM,Completed,False
TRC0287,AST0675,SEC075,Catenary,Insulator Replacement,Pollution deposit,3,MEDIUM,2025-07-20,2025-07-22,2025-08-15,3.9,15,MEDIUM,Completed,True
TRC0288,AST0543,SEC018,Electrical switchgear,Switchgear Maintenance,Arc damage,4,LOW,2025-05-01,2025-05-02,2025-06-02,11.0,2,LOW,Pending,False
TRC0289,AST0465,SEC015,Pantograph interface,OHE Mast Repair,Foundation settlement,4,LOW,2025-07-10,2025-07-10,2025-09-07,9.4,7,LOW,In Progress,True
TRC0290,AST0656,SEC056,OHE,Switchgear Maintenance,Relay malfunction,3,MEDIUM,2025-03-04,2025-03-04,2025-04-02,1.9,14,MEDIUM,Completed,True
TRC0291,AST0515,SEC065,Catenary,Feeder Repair,Overheating,4,LOW,2025-02-23,2025-02-26,2025-04-11,9.8,9,LOW,Completed,True
TRC0292,AST0520,SEC070,OHE,Insulator Replacement,Mechanical failure,3,MEDIUM,2025-01-15,2025-01-15,2025-01-30,9.2,4,MEDIUM,Scheduled,True
TRC0293,AST0614,SEC014,Sectioning equipment,Feeder Repair,Joint failure,4,LOW,2025-09-16,2025-09-17,2025-11-08,10.5,14,LOW,Pending,True
TRC0294,AST0512,SEC062,OHE,Insulator Replacement,Pollution deposit,3,MEDIUM,2025-04-02,2025-04-03,2025-04-30,1.2,10,MEDIUM,Completed,False
TRC0295,AST0629,SEC029,Feeder,Feeder Repair,Insulation breakdown,4,LOW,2025-04-04,2025-04-06,2025-05-12,6.9,6,LOW,Completed,True
TRC0296,AST0601,SEC001,Pantograph interface,Switchgear Maintenance,Arc damage,4,LOW,2025-09-24,2025-09-26,2025-11-22,8.7,5,LOW,Completed,True
TRC0297,AST0506,SEC056,Insulator,Sectioning Post Maintenance,Earthing issue,2,HIGH,2025-05-16,2025-05-19,2025-06-03,3.5,3,HIGH,Completed,False
TRC0298,AST0661,SEC061,Feeder,Insulator Replacement,Cracked insulator,3,MEDIUM,2025-03-22,2025-03-25,2025-04-11,7.8,13,MEDIUM,In Progress,True
TRC0299,AST0544,SEC019,OHE,Switchgear Maintenance,Contactor wear,2,HIGH,2025-08-06,2025-08-09,2025-08-23,8.1,14,HIGH,Completed,True
TRC0300,AST0635,SEC035,Catenary,Switchgear Maintenance,Contactor wear,5,LOW,2025-02-10,2025-02-10,2025-05-04,7.8,12,LOW,Cancelled,False
TRC0301,AST0629,SEC029,Feeder,Switchgear Maintenance,Contactor wear,4,LOW,2025-01-24,2025-01-26,2025-03-25,4.0,6,LOW,Cancelled,True
TRC0302,AST0659,SEC059,Catenary,Feeder Repair,Overheating,3,MEDIUM,2025-08-18,2025-08-19,2025-09-02,4.8,13,MEDIUM,In Progress,True
TRC0303,AST0560,SEC035,OHE,Catenary Maintenance,Registration arm damage,4,LOW,2025-06-29,2025-06-29,2025-08-24,2.7,4,LOW,Scheduled,True
TRC0304,AST0557,SEC032,Feeder,Feeder Repair,Joint failure,4,LOW,2025-07-31,2025-07-31,2025-09-06,5.9,14,LOW,Scheduled,True
TRC0305,AST0630,SEC030,Sectioning equipment,Insulator Replacement,Pollution deposit,4,LOW,2025-10-27,2025-10-28,2025-12-19,4.1,8,LOW,In Progress,False
TRC0306,AST0550,SEC025,Sectioning equipment,Insulator Replacement,Mechanical failure,4,LOW,2025-08-30,2025-09-01,2025-09-26,9.4,9,LOW,Pending,True
TRC0307,AST0477,SEC027,Feeder,Switchgear Maintenance,Relay malfunction,4,LOW,2025-10-16,2025-10-16,2025-11-10,10.8,6,LOW,In Progress,True
TRC0308,AST0695,SEC020,Electrical switchgear,Sectioning Post Maintenance,Jumper damage,3,MEDIUM,2025-12-20,2025-12-21,2026-01-10,9.7,12,MEDIUM,Pending,False
TRC0309,AST0490,SEC040,Insulator,Feeder Repair,Joint failure,5,LOW,2025-10-10,2025-10-10,2025-11-20,9.5,15,LOW,Pending,False
TRC0310,AST0571,SEC046,Catenary,Sectioning Post Maintenance,Jumper damage,2,HIGH,2025-03-24,2025-03-25,2025-04-05,8.3,13,HIGH,Pending,True
TRC0311,AST0599,SEC074,Electrical switchgear,Transformer Servicing,Bushing defect,4,LOW,2025-08-04,2025-08-05,2025-08-30,4.0,11,LOW,Cancelled,False
TRC0312,AST0538,SEC013,Insulator,OHE Inspection,Stagger fault,2,HIGH,2025-05-15,2025-05-16,2025-05-31,7.1,6,HIGH,Scheduled,False
TRC0313,AST0577,SEC052,Pantograph interface,OHE Inspection,Height deviation,1,CRITICAL,2025-10-31,2025-11-01,2025-11-07,8.2,11,HIGH,Scheduled,True
TRC0314,AST0664,SEC064,OHE,OHE Mast Repair,Corrosion,2,HIGH,2025-08-11,2025-08-12,2025-08-24,9.5,5,HIGH,Completed,True
TRC0315,AST0455,SEC005,Electrical switchgear,Transformer Servicing,Winding fault,2,HIGH,2025-09-23,2025-09-23,2025-10-03,7.1,9,HIGH,Cancelled,True
TRC0316,AST0603,SEC003,Catenary,Insulator Replacement,Cracked insulator,3,MEDIUM,2025-05-13,2025-05-15,2025-06-05,7.6,2,MEDIUM,Pending,True
TRC0317,AST0485,SEC035,Feeder,Switchgear Maintenance,Arc damage,4,LOW,2025-10-23,2025-10-23,2025-11-30,1.3,7,LOW,Completed,True
TRC0318,AST0688,SEC013,OHE,OHE Mast Repair,Bracket damage,4,LOW,2025-05-11,2025-05-14,2025-06-10,6.0,10,LOW,In Progress,False
